Abstraction	Cohesion	Complexity	Composition	Coupling	Design Size	Effectiveness	Encapsulation	Extendibility	Flexibility	Functionality	Hierarchies	Inheritance	Messaging	Polymorphism	Reusability	Standard Cohesion	Standard Complexity	Standard Coupling	TQI	Understandability
7	14	11	16	18	12	32	18	12	25	16	14	10	12	10	14	7	16	14	22	15
10	12	6	6	6	10	17	10	12	10	8	16	10	6	10	6	4	15	6	9	10
3	2	0	3	3	6	7	4	4	6	2	6	4	1	3	1	0	2	0	2	5
7	21	10	12	15	12	34	20	17	30	18	6	15	10	19	11	7	18	15	22	15
12	38	20	24	26	28	64	48	20	60	26	20	18	21	34	21	20	40	32	41	29
12	25	10	15	21	18	37	24	20	28	15	12	20	11	19	9	8	24	17	21	16
4	21	15	18	19	11	37	26	13	35	19	6	10	12	25	16	15	23	16	24	9
7	25	16	21	23	16	42	26	19	34	20	6	19	14	26	18	14	32	22	29	20
14	29	20	17	17	18	53	34	26	45	26	12	26	20	25	21	19	37	21	31	26
5	16	19	16	19	6	38	26	17	29	26	6	17	18	17	19	15	24	20	32	16
7	9	5	12	12	15	20	0	9	15	7	12	8	5	15	4	11	12	11	10	4
4	1	4	4	4	4	8	0	4	5	4	8	4	4	4	1	3	3	4	1	0
10	25	10	14	18	17	39	18	21	39	19	10	21	10	28	15	10	24	13	23	12
16	24	13	13	19	20	46	29	25	39	18	6	24	13	23	15	10	28	24	31	24
8	28	15	16	19	12	39	27	20	35	25	8	15	16	27	23	15	29	23	33	14
17	19	17	13	18	25	33	31	28	23	21	10	27	17	24	20	15	25	16	27	31
11	24	13	17	17	18	34	18	17	26	18	18	13	14	18	15	12	27	24	17	13
6	8	6	9	11	9	14	0	7	6	10	8	6	8	6	7	5	8	4	7	6
7	26	19	16	24	12	45	26	16	36	27	12	14	21	22	21	15	22	13	28	21
18	32	27	25	26	23	60	35	25	46	38	34	20	29	23	25	24	40	34	42	16
15	25	20	14	23	22	39	33	25	35	24	18	21	20	24	19	18	31	17	25	26
1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
20	37	29	37	38	31	79	52	31	67	48	38	22	29	29	22	37	50	35	50	27
14	26	8	10	12	19	31	18	23	23	15	20	21	8	22	15	6	24	23	15	20
6	14	9	9	11	10	23	11	11	18	12	8	11	9	11	9	9	15	4	12	10
11	13	3	7	11	15	30	14	18	22	5	16	15	3	18	4	4	13	8	12	10
18	33	16	30	32	34	61	38	26	57	23	14	25	15	35	13	16	38	33	29	39
8	15	7	6	11	9	12	14	14	11	11	8	15	8	13	11	6	12	10	12	10
5	2	1	3	1	7	4	0	5	3	1	10	3	1	0	1	1	3	1	1	6
13	31	24	23	26	18	46	40	23	41	29	10	23	22	27	22	20	36	27	29	18
9	30	23	17	22	15	51	36	22	47	27	4	11	24	28	22	22	36	16	34	18
17	21	7	11	14	22	38	24	23	26	11	26	22	9	20	9	8	21	13	27	16
13	23	20	18	23	15	43	27	19	36	27	12	20	20	26	21	16	31	24	27	18
9	14	6	4	11	14	23	17	13	19	8	14	12	5	12	8	7	15	7	12	15
9	11	10	9	11	12	29	22	14	23	11	16	11	9	12	10	10	18	13	23	19
18	37	26	30	35	26	56	33	30	44	35	16	26	25	39	25	14	44	35	29	22
14	28	14	19	26	21	42	23	24	32	26	18	25	16	28	17	9	32	22	23	18
17	30	21	18	20	18	55	24	31	49	30	18	28	19	30	26	18	30	18	34	30
3	6	5	6	7	4	9	4	6	5	5	4	6	5	5	5	5	6	3	4	3
11	21	9	11	16	15	36	24	22	30	19	2	20	10	19	15	9	18	13	27	20
16	31	28	32	34	31	58	41	26	49	36	8	25	27	31	26	20	40	36	28	23
10	16	17	13	18	15	26	25	15	20	17	10	13	17	15	14	13	19	14	19	21
18	38	24	24	30	28	53	39	26	46	31	14	25	25	37	27	23	46	24	31	21
16	31	15	12	25	26	30	34	27	27	24	18	24	16	34	20	14	39	19	29	21
20	32	18	21	25	26	49	34	24	40	24	30	22	20	30	20	16	35	23	26	23
8	17	14	12	13	10	38	27	18	30	17	6	20	14	16	14	12	18	15	23	16
19	42	22	23	24	30	52	38	27	45	29	18	27	22	38	25	19	42	33	27	22
11	11	3	2	7	14	18	15	10	5	3	22	10	3	12	1	3	6	7	5	9
17	30	20	15	24	25	33	28	27	27	27	26	28	19	33	22	13	39	19	29	24
22	31	16	13	20	27	31	30	28	25	22	32	25	17	32	16	14	35	22	25	26
13	29	22	23	27	21	50	43	20	48	27	2	21	21	23	24	18	31	22	33	36
17	28	18	21	25	22	49	33	27	43	25	8	24	17	28	19	16	33	28	28	26
3	5	2	1	1	3	12	7	6	10	4	4	6	2	5	4	2	4	2	11	6
23	41	26	25	29	29	65	36	38	58	38	14	33	27	39	27	19	46	30	35	28
0	5	5	6	7	2	16	11	4	12	8	0	6	5	2	5	4	8	10	14	13
14	35	26	24	27	21	56	33	25	47	35	14	25	26	33	32	24	41	30	33	17
17	27	20	19	19	20	33	17	23	33	28	14	24	22	27	23	19	31	16	20	17
10	27	25	23	28	16	40	28	18	30	28	6	15	24	23	26	21	34	20	27	19
13	17	16	19	21	18	44	27	19	38	21	0	20	17	18	14	15	28	13	26	26
19	31	12	15	22	23	43	25	33	36	23	14	32	13	32	20	11	28	24	28	21
13	40	20	29	33	26	54	36	25	48	30	18	19	20	37	27	16	38	23	36	21
0	25	17	17	23	19	42	35	20	42	23	18	16	17	18	20	16	30	19	32	33
27	31	13	16	24	33	49	33	31	46	16	42	25	13	32	14	12	32	19	24	26
16	30	21	22	26	20	57	39	27	44	29	18	26	20	28	19	20	31	19	34	27
12	25	23	23	27	16	38	23	18	29	27	16	18	22	25	24	18	36	20	27	12
22	29	15	15	20	26	36	26	31	28	20	14	26	16	27	17	13	29	21	20	21
11	25	13	18	25	18	35	29	17	30	16	4	20	12	21	14	10	30	21	22	17
27	49	27	35	45	40	71	46	40	58	36	40	35	25	41	24	24	57	44	31	28
12	27	21	23	28	16	45	22	23	40	28	10	22	20	24	18	18	31	22	21	14
8	25	16	19	25	14	42	29	18	35	20	8	18	16	20	20	13	27	13	29	15
7	23	18	19	20	15	37	24	19	28	27	4	19	18	22	20	14	25	19	27	20
16	39	27	34	33	31	65	40	28	58	34	18	26	27	44	29	22	47	28	35	24
15	28	29	26	32	21	55	40	23	42	37	18	21	30	24	31	23	37	38	37	28
18	28	16	19	24	26	47	36	21	43	20	18	18	15	28	18	12	29	18	26	34
12	26	25	27	30	20	46	24	19	34	28	8	18	25	21	22	19	32	19	27	23
17	36	23	30	34	29	58	37	32	48	28	22	30	21	35	27	19	45	30	30	21
5	24	22	23	24	10	47	19	18	35	31	2	19	22	22	24	18	29	20	32	14
20	39	25	24	25	27	55	41	29	55	33	24	26	25	35	32	23	36	27	36	33
10	14	6	6	8	12	18	0	12	15	8	20	8	6	14	8	6	13	10	13	1
13	35	26	29	30	24	53	38	28	45	31	18	22	24	30	26	19	36	24	39	30
13	24	17	17	23	17	41	26	23	33	23	14	19	16	23	18	14	32	16	21	16
28	47	24	28	32	37	73	46	44	63	26	32	35	23	45	23	20	45	25	34	31
14	42	29	35	41	32	64	47	22	49	35	18	20	28	34	30	24	52	36	39	21
18	27	20	14	21	25	38	37	25	35	24	12	21	20	26	21	16	28	26	27	27
21	36	15	24	30	32	49	36	32	46	24	22	27	16	33	17	13	36	18	22	22
18	43	18	26	29	32	52	46	32	46	26	16	27	18	33	19	11	45	31	27	27
12	32	20	24	27	20	45	33	29	45	25	14	23	19	30	23	16	38	28	33	18
14	23	14	16	18	19	47	27	24	36	19	6	25	12	21	13	7	28	18	27	30
21	34	23	17	29	31	41	39	35	36	33	18	31	25	38	28	19	45	29	36	28
12	16	11	15	19	19	34	24	19	27	18	4	19	13	18	14	6	24	21	23	17
16	39	22	27	36	28	62	43	32	46	32	14	31	22	40	26	16	45	34	37	21
24	35	23	26	36	34	56	38	33	44	28	30	27	22	35	23	17	42	32	28	22
14	29	23	27	32	22	55	28	27	44	30	18	22	22	30	25	18	38	29	29	20
15	35	16	22	26	24	50	30	28	41	24	6	23	17	33	21	11	41	26	30	21
21	32	18	25	27	31	49	34	30	43	23	20	29	15	27	15	14	37	27	26	30
20	37	22	21	23	27	51	39	36	46	33	10	26	27	35	31	17	43	28	37	28
9	27	19	21	25	16	41	23	22	29	27	8	23	18	23	20	13	37	26	25	13
14	29	22	21	25	19	48	28	24	42	32	20	19	21	25	22	15	33	24	30	22
17	27	18	24	28	28	34	32	20	29	21	16	24	19	29	16	13	23	25	17	18
16	30	24	33	31	29	45	31	24	39	32	8	25	26	27	23	19	41	22	25	24
22	42	27	32	32	35	68	48	40	63	43	14	36	29	50	31	22	55	28	43	31
13	44	27	26	28	23	59	50	29	54	38	12	19	27	37	32	21	48	29	41	27
20	39	19	23	24	32	57	39	33	48	31	26	29	17	37	21	12	39	24	34	30
10	28	18	24	30	20	47	32	23	36	29	6	20	18	24	21	15	35	21	30	21
13	21	21	15	25	20	44	36	21	38	28	14	21	21	24	21	17	33	25	32	25
15	43	23	31	30	29	54	38	29	46	33	12	25	24	39	26	18	40	28	35	23
14	36	28	26	35	19	57	33	28	41	39	14	29	26	31	30	19	42	29	32	17
18	29	19	21	25	23	47	33	23	41	22	18	24	20	27	22	15	30	19	24	26
10	21	23	22	25	13	49	30	20	45	31	8	22	23	21	27	18	30	25	37	19
18	42	34	24	36	29	51	41	34	50	43	10	34	31	39	35	26	48	27	38	23
14	28	16	17	21	18	41	24	24	33	23	10	28	15	26	19	13	32	23	24	20
23	38	22	26	27	32	63	35	37	45	30	24	34	22	38	17	19	45	29	31	36
19	38	22	24	26	26	61	43	32	49	30	16	31	22	34	22	14	42	26	35	31
16	35	24	23	24	22	55	35	38	40	30	8	32	22	33	24	21	40	32	33	25
18	16	14	12	17	22	30	20	18	5	14	36	16	15	20	9	18	17	12	4	10
22	31	15	17	24	26	51	29	33	43	23	24	31	14	37	16	12	40	27	23	19
18	49	22	27	26	32	64	42	32	61	36	14	37	23	41	31	18	50	27	42	36
12	31	16	18	20	18	41	28	24	30	31	12	22	18	25	21	11	37	28	25	17
23	32	20	25	27	33	57	39	32	49	31	18	32	20	38	22	16	42	28	26	25
16	32	26	31	31	27	57	40	27	53	37	12	23	29	32	30	22	35	33	43	34
21	38	28	28	28	27	60	32	31	52	33	14	33	27	32	26	18	45	28	33	27
10	43	27	28	31	19	59	37	26	48	40	6	29	27	32	32	18	47	30	41	24
16	37	28	34	35	26	62	41	32	45	36	16	32	28	37	25	20	46	27	30	22
24	42	19	27	27	37	60	47	34	52	24	20	30	17	38	22	15	40	24	34	43
10	31	22	28	29	22	55	33	21	43	32	6	24	22	27	28	17	40	24	38	22
25	37	29	30	33	33	64	44	36	48	35	16	34	29	37	29	18	45	31	34	33
13	32	18	23	30	21	45	24	25	34	32	12	23	20	23	24	15	39	26	28	18
17	31	18	25	21	27	46	28	24	45	24	10	23	17	31	18	16	31	23	25	28
22	38	20	25	27	32	59	37	39	54	34	22	34	22	45	27	15	41	24	33	21
12	29	30	22	31	21	45	42	25	41	34	14	21	27	26	27	21	44	30	30	23
20	35	36	26	35	24	72	49	38	54	46	20	33	37	36	37	30	56	35	51	33
18	36	24	16	36	35	41	42	24	34	29	10	25	23	33	21	19	41	32	27	28
16	31	21	17	30	26	41	36	23	30	25	8	22	22	30	18	17	42	26	24	20
19	37	17	20	25	24	51	38	29	47	25	8	28	17	35	21	16	36	21	32	28
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	30	23	19	30	21	44	38	24	31	29	10	27	23	25	23	17	34	33	32	23
16	38	29	27	35	21	53	37	30	48	40	20	30	28	33	29	19	50	34	36	25
12	33	22	17	27	22	48	40	30	42	33	14	27	22	29	29	22	41	27	40	28
20	33	17	19	20	28	56	42	39	52	26	26	35	16	37	20	14	35	21	32	33
19	31	27	31	35	31	56	42	30	48	33	24	29	25	32	27	23	42	32	29	23
12	25	15	18	16	25	37	38	22	37	22	10	17	14	21	20	14	32	18	30	33
14	25	21	25	28	26	46	44	25	47	32	18	24	21	32	24	15	40	26	36	25
22	31	18	19	23	26	48	35	35	45	28	26	30	19	31	20	17	39	23	35	28
20	32	25	17	24	26	56	42	29	48	34	18	29	26	31	26	19	44	30	37	33
10	32	28	30	31	21	46	39	25	47	34	8	21	28	32	27	24	39	31	35	18
25	29	23	27	28	35	55	41	38	45	29	30	31	23	33	22	18	39	33	31	33
18	28	24	23	23	23	53	39	33	48	32	26	29	25	29	30	20	40	25	39	28
24	33	21	24	30	32	51	38	37	42	28	34	34	23	36	20	18	41	27	28	24
22	32	20	19	21	30	44	33	34	40	30	14	28	20	31	24	16	39	26	31	27
12	30	33	28	27	19	57	41	31	49	43	8	33	33	31	35	28	46	28	43	30
25	35	24	26	27	31	62	46	40	54	28	32	28	23	37	25	17	43	37	37	37
22	20	10	11	11	26	38	18	26	26	12	40	24	10	23	6	11	18	17	19	9
19	45	33	41	40	33	65	51	32	55	41	20	34	33	35	31	24	47	43	39	39
26	39	19	20	24	34	53	32	42	50	29	36	37	19	41	27	16	39	22	30	31
14	27	23	28	28	27	49	43	25	46	29	12	22	22	26	24	22	35	29	38	34
16	33	32	25	32	21	60	48	29	53	35	26	26	28	29	30	25	42	28	41	30
20	37	25	20	23	23	56	46	38	50	34	18	34	24	33	32	20	38	29	44	33
21	35	27	32	31	35	53	40	33	44	31	28	26	24	33	25	22	44	29	31	32
18	32	23	29	29	27	55	39	28	46	30	16	25	22	26	20	19	38	28	31	32
17	34	26	25	26	26	54	37	32	45	35	22	32	26	35	31	19	39	26	34	25
32	52	28	30	36	40	68	50	48	63	45	44	42	31	53	34	22	52	37	39	34
20	30	22	18	29	28	49	38	32	39	29	20	30	22	28	22	16	36	27	31	24
18	33	26	20	29	23	44	31	30	40	36	16	24	27	29	26	19	35	27	31	24
23	42	24	24	26	31	62	40	39	54	40	30	34	27	46	29	16	45	34	36	31
31	36	21	25	26	39	55	42	36	55	25	32	33	19	38	21	19	35	22	35	41
16	45	32	34	37	25	66	49	34	51	42	14	33	34	41	33	28	55	34	37	18
20	44	33	27	28	27	62	51	35	59	41	24	31	33	38	38	26	52	30	41	33
19	44	21	24	27	26	60	32	36	50	34	18	35	22	36	30	19	41	25	38	29
21	33	26	33	30	36	57	50	32	52	34	18	27	25	28	25	22	42	28	33	41
13	36	22	19	27	20	47	32	29	42	31	18	30	22	32	28	18	36	21	33	25
14	35	25	34	34	27	61	44	26	48	33	16	26	28	35	25	22	45	28	39	25
17	30	20	16	32	26	43	42	25	30	29	26	25	21	23	20	19	37	32	32	27
28	44	17	23	25	38	61	47	37	56	25	26	32	17	39	20	10	44	27	34	37
23	35	16	14	18	28	47	37	39	40	26	30	29	15	31	22	13	35	23	28	28
29	28	21	24	24	36	47	43	33	45	27	30	30	20	27	22	18	46	29	28	32
16	29	31	31	34	21	67	49	34	49	39	18	29	32	26	33	26	48	34	40	31
15	33	27	29	29	26	57	46	28	49	37	18	25	26	28	33	21	44	29	44	27
16	41	34	34	34	28	64	51	28	52	45	14	27	33	30	40	31	49	34	48	40
21	25	21	22	22	27	48	42	28	42	22	14	25	20	25	20	18	34	22	27	33
20	33	24	16	28	29	54	37	25	46	31	20	26	23	34	25	19	44	26	28	26
18	34	20	26	27	29	48	40	27	40	27	20	27	20	36	24	12	41	27	24	22
23	26	27	24	23	31	50	42	26	46	30	18	25	27	23	27	26	33	24	36	38
39	32	14	13	16	43	39	30	47	35	19	34	37	15	34	18	13	30	22	23	37
20	40	26	27	27	28	62	46	38	51	33	14	30	26	37	32	23	44	31	41	38
24	45	22	23	32	33	73	53	42	59	35	30	38	22	43	30	20	44	35	45	35
28	34	15	16	18	32	54	29	39	45	22	36	37	15	37	14	9	38	22	24	31
18	36	26	30	28	26	63	41	38	52	35	14	29	28	34	27	18	40	28	40	26
23	50	25	17	32	35	62	53	38	57	37	20	34	25	49	31	22	55	37	43	36
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	30	27	35	36	25	60	45	18	51	33	10	22	26	28	24	22	34	33	37	34
22	27	20	26	28	32	52	46	26	40	22	18	21	19	32	20	19	37	29	19	24
27	42	22	26	26	35	58	40	37	47	35	32	34	23	41	30	17	50	33	36	37
18	36	35	35	35	33	66	59	31	57	39	20	19	33	40	34	27	44	43	43	35
19	27	21	24	24	26	45	37	31	44	31	20	24	22	31	31	17	30	27	34	34
18	37	23	25	28	27	47	32	25	43	34	16	25	22	32	25	16	39	26	31	25
17	35	29	31	31	25	52	38	31	49	36	22	28	28	30	28	23	42	37	39	27
16	37	21	32	38	31	56	41	23	46	29	30	24	21	35	21	15	43	28	27	24
14	34	32	38	38	26	56	50	25	55	41	16	24	34	37	34	23	44	32	42	27
22	36	25	26	28	28	56	32	33	47	35	20	29	27	36	31	21	42	31	37	29
22	44	16	29	28	36	61	44	32	52	22	30	27	17	40	19	13	44	30	29	36
17	34	25	26	28	23	53	38	28	46	33	16	24	24	30	27	22	41	22	37	26
16	24	24	19	26	19	56	42	23	45	29	20	25	24	27	25	17	35	29	34	28
30	39	29	29	34	36	63	43	41	49	34	28	37	28	40	26	20	48	42	32	35
11	31	33	29	31	16	52	41	20	45	41	8	17	32	24	36	29	35	27	43	27
17	35	27	24	29	22	51	39	27	43	35	24	22	26	26	29	21	35	27	36	27
17	40	26	24	29	24	60	38	34	47	41	16	31	26	32	31	22	42	34	37	31
15	33	31	34	39	25	69	46	29	53	36	16	26	30	29	27	24	45	35	38	24
14	29	19	21	23	22	43	30	25	36	28	10	21	20	28	19	13	32	29	27	25
20	37	31	22	31	28	60	49	31	53	36	18	32	27	33	28	21	51	36	36	33
12	36	27	28	27	24	53	40	28	41	33	10	23	27	35	33	26	40	25	42	16
27	41	30	25	33	33	64	51	40	58	40	26	40	31	40	31	23	53	37	42	32
19	41	23	29	27	32	56	47	36	50	35	20	35	24	39	27	20	46	30	33	24
18	37	26	29	32	27	56	39	32	39	36	18	32	26	33	25	18	37	30	28	26
18	39	18	23	27	31	48	39	25	47	29	24	19	21	36	24	19	35	30	30	29
20	34	21	25	28	31	51	38	32	43	26	18	27	22	35	24	17	35	22	38	24
19	27	23	24	24	25	50	33	30	37	28	22	30	23	27	21	16	38	26	30	30
26	41	18	21	25	36	65	41	41	56	24	20	38	20	46	18	16	43	33	30	32
13	26	19	21	20	21	39	34	24	34	27	14	20	22	25	23	16	30	18	27	22
19	34	17	19	21	24	51	41	28	40	22	24	27	15	27	15	14	35	22	28	29
10	31	23	23	24	15	54	40	22	49	29	10	17	23	30	26	18	33	25	40	31
21	34	29	27	32	33	59	40	31	51	36	18	25	26	29	32	22	43	28	34	29
17	28	25	24	23	23	44	32	30	37	27	22	25	23	25	22	21	33	26	31	29
22	41	31	30	31	29	61	40	38	50	41	16	38	29	33	33	27	48	38	42	32
16	34	25	28	28	25	54	43	26	50	31	20	24	25	38	27	24	42	31	37	24
19	37	26	18	30	27	56	40	36	46	38	24	31	25	37	34	21	48	30	41	26
16	25	19	15	21	21	41	33	27	29	25	20	28	19	19	21	15	30	26	31	28
15	29	21	16	22	18	39	29	26	32	31	10	24	22	23	23	16	33	23	32	23
9	4	3	6	7	12	14	0	10	9	3	16	10	3	9	3	4	9	3	3	4
11	4	0	2	3	13	7	0	10	7	0	18	9	0	7	0	0	6	1	1	9
31	49	30	32	39	44	69	43	39	56	38	52	34	30	41	35	29	53	38	33	34
17	36	31	26	42	28	47	44	28	48	36	18	24	31	36	32	27	37	40	37	27
28	49	28	23	34	38	55	47	42	49	40	24	35	28	45	28	25	58	37	33	33
16	37	28	18	29	27	43	44	25	46	35	8	23	28	30	33	25	39	29	40	30
18	28	17	14	26	29	45	37	31	45	26	24	29	17	37	20	15	38	30	32	28
18	38	29	23	31	25	57	44	30	48	37	16	27	28	30	32	23	46	36	36	26
28	31	22	14	26	37	41	47	31	36	24	24	33	21	36	21	19	41	26	25	25
19	27	19	12	22	29	40	34	25	35	25	22	24	20	30	20	15	42	23	29	24
21	32	25	30	28	30	56	34	30	42	31	28	24	25	32	26	19	41	25	32	25
20	32	22	14	30	31	53	50	25	47	29	18	21	22	25	24	17	35	32	37	35
30	47	20	18	29	40	54	45	38	47	30	38	33	18	38	21	18	52	34	25	36
22	51	23	15	34	38	56	48	29	50	32	12	28	22	40	27	19	51	36	34	38
18	39	27	18	32	26	50	46	31	46	35	18	27	27	39	31	23	42	37	41	34
18	37	23	20	31	25	51	37	36	44	30	24	30	22	40	24	21	41	33	37	20
10	34	23	14	28	21	57	47	30	53	35	6	30	23	32	31	19	41	32	49	37
15	34	22	13	27	28	42	42	27	41	30	22	22	22	34	25	20	39	35	29	27
23	33	21	16	23	29	48	36	33	40	28	20	28	21	32	24	15	37	26	35	33
23	45	26	17	36	36	55	41	37	44	34	26	32	23	44	29	21	44	34	30	27
20	43	31	21	35	30	62	45	30	52	38	16	32	28	41	33	24	51	36	36	29
19	37	31	24	34	26	62	43	33	51	39	16	33	29	37	36	20	47	36	40	25
13	40	30	24	37	23	62	46	29	49	41	12	26	31	40	34	25	50	39	43	21
31	46	22	17	29	40	68	52	40	53	32	28	38	22	43	27	17	42	30	37	41
16	34	24	16	23	26	54	34	33	46	30	8	29	23	27	30	22	36	30	42	39
20	30	26	20	30	29	55	41	28	44	32	24	24	25	36	28	19	37	30	36	33
13	36	32	21	38	28	50	46	21	45	39	10	23	31	37	35	26	47	34	45	28
21	37	23	17	26	28	52	37	36	44	31	12	32	22	31	29	19	37	33	34	28
29	42	21	17	28	38	65	40	41	56	31	34	40	21	45	23	15	43	24	34	36
12	29	21	12	26	22	41	42	24	28	31	8	26	21	31	25	20	33	31	31	29
18	41	25	20	30	26	60	33	37	55	41	22	34	25	42	29	19	43	32	41	24
17	33	27	25	29	25	55	41	30	49	37	18	25	29	32	32	23	44	26	40	30
17	46	28	29	31	28	66	51	35	57	37	20	28	27	37	31	25	44	32	44	33
21	37	28	17	26	32	63	53	34	53	40	22	33	29	37	33	22	46	35	41	32
26	50	25	17	37	41	71	54	41	62	34	28	34	25	50	29	21	56	36	39	39
22	39	31	25	36	30	48	38	34	36	35	20	26	28	36	28	22	42	36	29	20
34	50	32	24	35	47	67	48	53	56	37	32	42	30	53	31	25	58	42	39	34
21	43	22	17	28	33	59	46	37	55	35	14	35	22	42	30	19	44	33	37	33
17	34	25	14	24	24	60	52	30	55	33	16	28	24	36	30	24	43	25	45	40
22	47	35	39	39	34	74	59	43	63	45	22	37	36	44	38	28	59	41	49	33
11	32	31	24	36	23	56	42	25	46	39	10	27	30	32	34	25	47	28	42	25
19	28	33	23	34	29	63	51	28	53	41	18	21	33	30	34	29	44	36	43	32
26	39	22	14	25	36	57	45	42	51	39	28	37	23	44	34	19	51	34	40	31
26	41	21	21	25	35	60	47	41	48	29	30	34	22	36	24	16	43	30	39	40
21	39	26	28	30	30	61	48	33	47	38	22	30	30	29	26	24	49	34	35	39
23	53	27	32	35	39	68	53	44	56	42	28	35	28	48	31	16	54	35	42	29
19	33	22	25	25	26	54	42	26	49	27	8	23	23	29	26	19	32	25	32	35
28	36	28	31	35	37	65	48	34	59	31	26	35	26	40	24	24	49	39	34	41
19	51	34	23	33	31	76	60	37	64	47	14	28	33	49	40	27	56	37	50	38
21	36	26	19	30	34	54	42	29	53	32	28	23	26	33	24	19	47	28	35	36
17	31	19	16	23	25	45	38	27	41	26	10	25	19	27	23	16	35	22	31	33
10	33	29	23	39	25	50	41	19	42	35	10	15	31	29	24	20	42	34	32	22
21	41	24	26	30	27	59	44	30	46	29	22	28	24	31	25	23	39	24	34	33
6	2	0	5	5	11	11	0	6	7	0	12	2	0	3	0	0	1	0	0	0
30	38	22	23	33	40	65	37	44	46	35	34	44	22	41	23	18	49	35	26	25
19	30	18	17	23	24	50	42	27	42	25	14	22	18	28	21	15	34	21	33	36
17	49	23	19	41	35	62	46	32	54	39	16	33	25	47	30	20	53	38	35	27
19	37	24	17	27	28	41	42	29	30	33	22	26	25	41	27	18	39	37	32	29
11	40	31	32	31	18	51	38	27	42	43	12	24	28	25	35	24	46	32	33	24
27	34	19	15	27	35	51	37	37	41	27	30	35	19	44	22	13	37	26	22	27
13	39	32	25	37	27	44	40	21	41	38	8	21	30	29	32	25	39	29	34	24
19	25	20	18	24	24	39	33	26	42	24	14	21	21	23	21	17	34	26	28	27
25	38	22	14	25	33	59	45	39	53	32	22	36	23	40	28	20	36	20	31	35
20	35	20	13	24	31	46	42	34	39	32	14	30	21	31	25	14	42	31	36	39
18	40	25	19	32	29	65	45	35	58	39	16	35	28	45	30	22	44	27	40	26
20	36	20	17	27	28	53	37	32	44	30	20	28	19	31	21	16	37	32	31	31
26	40	29	19	36	40	63	53	35	50	33	28	30	29	41	29	28	50	38	30	32
24	36	26	28	29	31	52	41	32	48	30	28	33	24	37	25	21	37	25	31	26
2	1	0	2	2	4	6	5	2	5	1	2	1	1	1	1	2	3	1	5	6
17	35	28	23	29	21	63	40	36	56	40	22	34	28	31	28	27	50	38	42	29
31	36	26	35	35	43	58	49	38	46	30	28	28	25	37	23	24	43	38	31	31
21	36	29	23	30	30	70	46	34	59	34	26	31	28	42	28	25	47	32	40	37
13	31	25	26	30	20	56	37	27	44	38	14	28	25	26	28	18	36	28	35	26
6	1	0	5	5	11	12	7	6	8	0	10	5	0	2	0	2	2	1	2	12
21	46	28	29	30	25	64	38	34	54	36	26	36	24	36	30	20	48	35	37	31
25	38	22	26	30	34	52	43	32	47	29	40	25	22	36	24	19	40	27	29	34
16	30	23	18	25	25	37	37	28	28	28	12	25	24	31	22	17	27	25	28	28
1	1	2	2	2	1	4	3	1	4	2	2	1	2	1	2	2	2	3	3	3
16	43	32	35	37	29	73	48	38	63	43	20	26	32	49	38	30	52	31	49	31
17	45	22	30	28	29	65	46	29	58	35	16	24	22	34	27	19	49	25	43	37
26	35	19	21	25	33	56	42	40	48	28	26	33	19	37	22	14	50	37	31	29
24	40	23	17	24	30	55	34	37	44	31	20	35	21	39	27	16	40	25	28	27
22	40	21	26	31	33	69	47	35	58	32	18	28	22	43	23	18	41	36	40	30
16	43	26	29	34	27	55	35	40	54	38	8	32	27	41	34	22	45	33	43	22
20	43	27	30	36	29	65	39	33	55	40	14	28	27	39	33	21	54	37	37	22
18	49	35	39	44	26	72	51	36	63	45	18	37	33	43	38	30	63	51	52	30
18	36	21	22	25	24	52	28	32	45	31	10	30	20	39	27	14	34	28	32	19
22	35	21	24	34	31	58	41	32	42	27	18	26	21	32	23	17	42	31	29	31
21	36	18	24	29	30	58	43	33	45	27	12	29	14	33	20	13	40	30	30	33
22	42	23	28	34	32	49	45	27	47	34	22	30	26	28	28	23	44	36	31	28
5	1	1	3	3	7	8	2	5	6	1	10	4	1	3	1	0	3	1	1	5
9	11	6	8	9	12	20	5	11	16	7	12	11	6	11	7	6	7	7	9	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	29	15	18	22	27	47	35	33	41	22	16	29	14	28	15	14	33	25	25	31
21	31	13	19	26	30	51	35	32	46	23	16	28	15	35	21	12	32	29	26	25
20	34	23	26	31	29	51	35	31	41	35	24	26	27	33	33	20	38	26	35	20
24	40	22	26	29	33	61	41	34	48	32	18	35	21	35	23	17	44	28	35	41
17	35	24	32	36	30	54	41	23	51	30	22	17	22	32	19	23	42	43	26	22
17	31	21	19	24	20	48	29	33	42	30	20	28	21	31	26	17	35	20	29	20
17	43	24	29	36	30	65	47	30	62	33	16	23	27	42	29	21	46	41	42	27
17	34	21	29	32	32	50	35	30	45	33	6	27	23	31	26	19	44	35	34	30
11	28	27	29	29	19	54	44	21	45	35	12	18	27	27	26	25	42	33	36	24
23	44	27	28	35	31	57	32	38	45	39	24	33	26	40	31	20	51	40	34	17
